english,chinese
"At one point, Reince Priebus, then the White House chief of staff, said the president’s attacks on his own attorney general meant that he had “D.O.J. by the throat.” At another, the White House counsel, Donald F. McGahn II, complained to Mr. Priebus that the president was trying to get him to “do crazy shit.” Mr. Trump was equally unhappy with Mr. McGahn, calling him a “lying bastard.”",时任白宫幕僚长的雷恩斯·普利巴斯(Reince Priebus)曾经表示，总统对他自己的司法部长的攻击，意味着他“掐住了司法部的喉咙”。在另一个场合，白宫的法律顾问唐纳德·F·麦格恩二世(Donald F. McGahn II)向普利巴斯抱怨，总统想让他“做疯狂的事情”。特朗普对麦格恩也感到不满，称他是“撒谎的混蛋”。
‘We’ll Take Care of You’,“我们会关照你的”
"From its first days, Mr. Trump’s presidency struggled to contain the threat stemming from Russia’s interference in the 2016 election and suspicions about his team’s contacts with Moscow.",上任伊始，特朗普就一直在竭力遏制俄罗斯干预2016年大选一事构成的威胁，以及外界对他的团队与莫斯科方面进行接触的怀疑。
"Just weeks after taking office, Mr. Trump pushed out his national security adviser, Michael T. Flynn, who lied to the F.B.I. about his conversations with Russia’s ambassador.",上任刚刚几周，特朗普就让他的国家安全顾问迈克尔·T·弗林(Michael T. Flynn)走人。弗林在与俄罗斯大使谈话的问题上对联邦调查局撒了谎。
"But Mr. Trump hugged Mr. Flynn, telling him: “We’ll give you a good recommendation. You’re a good guy. We’ll take care of you.”",但特朗普拥抱了弗林，告诉他：“我们会给你写一封很好的推荐信。你是个好人。我们会关照你的。”
"Mr. Trump and his son-in-law, Jared Kushner, mistakenly assumed that getting rid of Mr. Flynn would derail the investigation then being led by James B. Comey, the F.B.I. director. During lunch with Chris Christie, then the governor of New Jersey, Mr. Flynn called and Mr. Kushner spoke with him.",特朗普和他的女婿贾里德·库什纳(Jared Kushner)误以为，除掉弗林会破坏当时由联邦调查局局长詹姆斯·B·科米(James B. Comey)领导的调查。在与当时的新泽西州州长克里斯·克里斯蒂(Chris Christie)共进午餐时，弗林给他打去电话，由库什纳与他进行了交谈。
"“The president cares about you,” Mr. Kushner told Mr. Flynn. “I’ll get the president to send out a positive tweet about you later.”",“总统很关心你，”库什纳对弗林说。“我稍后会让总统发一条关于你的正面推文。”
"Mr. Trump was worried about Mr. Comey, too. During the lunch, he asked Mr. Christie to call Mr. Comey, a friend. “Tell him he’s part of the team,” Mr. Trump instructed.",特朗普也担心科米。午饭时，他让克里斯蒂给他的朋友科米打电话。“告诉他，他是团队的一员，”特朗普嘱咐道。
Mr. Christie thought the president’s request was “nonsensical” and never followed through.,克里斯蒂认为总统的要求是“荒谬的”，他始终没有照办。
"Other advisers feared Mr. Trump was not telling the truth to the public. After a news conference at which he denied any business dealings in Russia, Michael D. Cohen, then the president’s personal lawyer who had been trying to arrange a Trump Tower in Moscow, expressed concern.",有的顾问则担心特朗普没有向公众说实话。在他否认与俄罗斯有任何商业往来的新闻发布会后，总统当时的私人律师、曾试图在莫斯科建造一座特朗普大厦的迈克尔·D·科恩(Michael D. Cohen)表达了担忧。
Mr. Trump said that the project had not yet been finalized. “Why mention it if it is not a deal?” he said.,特朗普表示，该项目尚未最终敲定。“如果没有达成一笔交易，为什么要提这件事？”他说。
‘You Left Me on an Island’,“你把我丢在了孤岛上”
"With the investigation bearing down on him, Mr. Trump wanted to make sure Mr. Sessions remained in charge at the Justice Department, and he asked Mr. McGahn to tell the attorney general not to recuse himself because of his work on the Trump campaign. Mr. McGahn tried to head off a recusal by calling the attorney general three times, but Mr. Sessions announced his recusal that afternoon.",随着调查的压力越来越大，特朗普希望确保塞申斯继续执掌司法部，他要求麦格恩告诉司法部长，不要因为他在特朗普竞选活动中的工作而回避。麦格恩曾三次打电话给司法部长，试图阻止塞申斯的回避，但塞申斯当天下午宣布了回避。
"Mr. Trump was furious. Summoning Mr. McGahn to the Oval Office the next day, he said, “I don’t have a lawyer,” and added that he wished Roy Cohn, the famed bare-knuckled attorney who once worked for him in New York, was still his lawyer. Mr. Trump said that Robert F. Kennedy protected John F. Kennedy, and Eric H. Holder Jr. protected Barack Obama.",特朗普非常愤怒。第二天，他把麦格恩叫到椭圆形办公室，说，“我没有律师。”他说，他希望曾在纽约为他工作的著名律师罗伊·科恩(Roy Cohn)仍然担任自己的律师。特朗普还说，罗伯特·F·肯尼迪(Robert F. Kennedy)保护了约翰·F·肯尼迪(John F. Kennedy)，小埃里克·H·霍尔德(Eric H. Holder Jr.)保护了贝拉克·奥巴马(Barack Obama)。
“You’re telling me that Bobby and Jack didn’t talk about investigations?” he demanded. “Or Obama didn’t tell Eric Holder who to investigate?”,“你是说鲍比和杰克没有谈过调查？”他问。“或者奥巴马没有告诉埃里克·霍尔德该去调查谁？”
"Mr. Trump screamed at Mr. McGahn about how weak Mr. Sessions was, and Stephen K. Bannon, then the president’s chief strategist, thought he was as mad as he had ever seen him.",特朗普对麦格恩大吼，抱怨塞申斯有多软弱，时任总统首席策略师史蒂芬·K·班农(Stephen K. Bannon)说，这是他记忆里特朗普最狂怒的一刻。
"The president asked Adm. Michael S. Rogers, the director of the National Security Agency, if he could do anything to rebut news stories on the Russia matter. The admiral’s deputy, Richard Ledgett, who was present for the call, considered it the most unusual experience of his 40 years in government and prepared a memo describing the call that he and Admiral Rogers signed and put in a safe.",总统询问美国国家安全局(National Security Agency)局长、海军上将迈克尔·S·罗杰斯(Michael S. Rogers)，问他是否能做些什么来反驳有关俄罗斯问题的新闻报道。海军上将的副手理查德·莱吉特(Richard Ledgett)当时在场，他认为这是他在政府任职40年来最不寻常的经历，并准备了一份备忘录，描述了那次会面，他和罗杰斯上将都在上面签了字并放入保险箱。
